date,department,region,employees,operational_cost,marketing_spend,customer_satisfaction,new_customers,customer_retention_rate,sales_volume,revenue
2023-04-01,Sales,Central,83,75258.35,28586.81,4.68,43,0.69,199025.55,192172.48
2022-10-01,Sales,South,22,55289.49,27841.5,3.83,56,0.79,217639.38,209402.89
2022-05-01,Customer Support,South,86,32589.76,26646.98,3.35,51,0.66,234659.79,223909.1
2023-10-01,Sales,West,75,69785.25,29999.96,4.02,47,0.79,248473.96,215900.85
2021-06-01,Finance,Central,82,59289.35,44979.48,3.89,45,0.77,170518.91,150241.57
2021-06-01,Finance,Central,33,57009.07,41869.43,3.18,52,0.89,187703.95,192174.16
2023-10-01,Operations,West,87,62397.03,35164.89,4.33,39,0.88,173554.99,153224.4
2021-01-01,Sales,East,65,60933.59,48207.94,4.62,44,0.66,209563.99,218579.71
2021-10-01,Customer Support,North,9,57678.96,41422.88,3.71,45,0.93,167292.32,152191.06
2022-09-01,Customer Support,West,73,47577.27,28470.06,4.52,41,0.74,182694.05,177602.93
2021-05-01,Marketing,East,60,63596.52,35719.67,4.17,43,0.62,284127.51,297077.79
2021-02-01,Operations,Central,56,47417.06,43608.72,3.55,46,0.63,234874.48,221991.74
2022-10-01,Customer Support,West,19,69922.64,30886.68,3.69,51,0.75,228243.75,207632.82
2021-02-01,Marketing,North,94,57469.6,27924.3,4.89,48,0.91,196640.16,173614.84
2021-10-01,Customer Support,South,92,52810.35,48232.34,3.43,45,0.65,253326.19,268728.23
2023-10-01,Marketing,West,87,59487.78,35480.47,3.3,50,0.77,212593.65,201392.68
2022-04-01,Finance,North,24,52370.91,40458.29,3.15,59,0.79,227139.22,239372.89
2022-10-01,Finance,North,77,69123.23,22879.3,4.75,47,0.91,273143.93,262964.94
2021-12-01,Customer Support,West,96,64233.24,39097.9,4.34,45,0.6,183487.64,189607.71
2022-12-01,Operations,East,20,51093.71,28107.33,3.23,48,0.91,141082.8,124904.5
2021-10-01,Sales,West,79,1119.63,29624.04,4.53,46,0.69,239662.07,242775.55
2023-11-01,Operations,Central,29,62946.7,20364.52,4.26,51,0.91,176854.77,169572.53
2023-08-01,Operations,North,61,56249.21,27752.27,4.97,41,0.75,222458.94,238572.84
2021-07-01,Sales,North,25,86407.94,15785.11,4.02,45,0.71,214406.99,203771.08
2022-09-01,Finance,South,9,30510.21,41323.66,4.03,60,0.95,262602.53,241637.25
2022-08-01,Finance,North,79,46723.21,24542.72,3.5,42,0.87,172478.83,182454.19
2023-02-01,Sales,South,13,26805.14,33435.02,3.38,47,0.77,224824.76,244420.14
2021-04-01,Marketing,North,15,39081.29,18418.67,4.47,50,0.73,219171.21,214955.06
2022-10-01,Operations,North,69,73369.35,34887.36,3.75,51,0.71,253023.24,258722.16
2022-03-01,Customer Support,West,67,25030.95,4714.23,4.45,57,0.84,138764.59,131491.67
2022-09-01,Finance,West,30,29113.63,20968.58,4.55,57,0.75,246128.72,243807.99
2022-03-01,Customer Support,Central,78,58699.51,43550.63,4.81,64,0.83,289365.94,285118.29
2022-10-01,Sales,East,23,52905.45,23398.26,3.85,32,0.75,195686.59,204346.7
2023-04-01,Customer Support,Central,20,45061.0,27926.07,3.19,56,0.73,224188.8,203282.42
2022-02-01,Customer Support,North,60,11509.71,8350.76,3.04,55,0.72,163951.12,166294.77
2023-03-01,Operations,Central,72,68993.43,43534.27,3.58,49,0.92,192371.21,183194.82
2023-04-01,Sales,West,82,46473.49,27432.68,4.86,58,0.87,280879.72,288849.27
2023-02-01,Customer Support,North,34,34693.07,43200.56,4.5,38,0.83,282387.29,257018.6
2021-02-01,Finance,North,11,54822.36,23128.32,4.12,48,0.83,235178.47,220536.61
2023-01-01,Sales,Central,16,68841.34,15190.75,3.48,40,0.66,186721.83,161920.29
2021-03-01,Finance,South,28,46006.18,44127.53,4.43,41,0.93,193447.93,174746.05
2021-08-01,Marketing,East,26,40260.41,33943.66,4.48,44,0.64,138104.6,135401.9
2023-09-01,Customer Support,Central,51,50532.65,31045.82,3.46,47,0.68,134844.06,122645.84
2023-11-01,Sales,Central,34,55742.1,23977.95,4.42,55,0.61,219446.21,214919.55
2021-06-01,Finance,East,64,57141.28,41944.2,3.24,60,0.73,190875.04,195540.29
2022-11-01,Customer Support,North,43,46310.5,11574.6,3.2,48,0.71,265615.49,256745.45
2023-01-01,Operations,North,24,68459.41,38018.86,3.11,38,0.89,75452.35,68235.95
2022-07-01,Finance,South,30,36832.38,18050.48,4.62,38,0.83,230828.91,242380.7
2021-05-01,Finance,Central,53,47408.54,34593.86,3.54,51,0.88,260756.52,258443.6
2021-11-01,Marketing,East,73,47338.59,49923.26,4.21,54,0.65,220519.63,205702.69
2021-12-01,Operations,Central,46,26892.72,29599.01,3.29,65,0.8,137381.84,147008.78
2021-10-01,Marketing,West,10,55445.53,29136.46,3.88,42,0.77,147257.17,137753.14
2021-08-01,Operations,Central,57,51401.15,24845.81,3.06,55,0.75,164563.87,163316.3
2022-12-01,Finance,Central,38,47138.84,28426.84,4.72,55,0.95,165911.62,163618.37
2023-04-01,Marketing,West,73,57589.88,25570.23,4.08,54,0.76,177188.18,177059.73
2023-12-01,Customer Support,West,14,47075.89,30220.24,4.78,44,0.64,161253.25,169350.82
2022-09-01,Operations,East,32,71150.06,27138.96,3.94,52,0.61,190146.08,176810.77
2021-08-01,Finance,North,7,57058.69,28309.83,3.63,49,0.88,199927.7,210858.86
2021-09-01,Sales,South,81,55622.77,24376.64,3.8,51,0.6,228382.9,205849.69
2022-03-01,Operations,West,52,39890.87,28741.04,3.49,46,0.92,179495.92,168151.0
2022-06-01,Operations,North,70,21678.27,29611.46,4.77,49,0.67,117535.98,129772.05
2022-08-01,Customer Support,East,39,62042.24,46623.57,3.59,47,0.91,221072.1,193016.6
2021-06-01,Operations,Central,56,21673.44,45922.73,3.58,48,0.88,136583.65,135013.11
2021-12-01,Operations,East,66,45981.33,33268.25,4.26,49,0.67,191529.73,178967.87
2021-02-01,Customer Support,East,56,63210.01,25556.3,3.25,50,0.89,161902.18,164293.98
2021-07-01,Customer Support,West,51,36989.85,33475.13,3.44,65,0.71,208746.49,190706.31
2022-04-01,Marketing,South,58,43082.73,21821.23,3.86,48,0.67,173313.36,158240.01
2021-03-01,Finance,West,32,29087.62,24459.28,3.37,44,0.68,318696.63,296376.24
2021-03-01,Finance,Central,27,36170.78,30558.21,3.51,52,0.91,232286.87,222141.38
2023-03-01,Marketing,West,91,38071.47,23364.62,4.4,54,0.61,177006.24,189512.0
2023-09-01,Finance,Central,39,43064.8,23561.47,3.56,62,0.86,130244.13,138811.52
2023-04-01,Operations,West,36,51939.05,25344.41,4.27,50,0.88,239728.76,221764.28
2021-01-01,Marketing,South,6,53470.43,52858.77,3.99,54,0.73,158240.4,152271.05
2021-08-01,Marketing,North,20,71685.36,31730.81,4.54,37,0.85,95630.38,89518.77
2023-08-01,Finance,South,20,42704.06,12702.34,4.5,53,0.92,171606.11,168586.41
2021-04-01,Sales,West,55,58349.8,31951.93,3.4,49,0.79,182563.16,192400.17
2023-06-01,Finance,East,71,40466.39,34571.14,4.89,49,0.83,196816.96,196935.62
2021-06-01,Sales,North,96,75138.4,29395.53,4.6,50,0.85,293616.58,281432.46
2022-07-01,Marketing,East,97,51852.79,36095.6,4.07,56,0.94,213261.47,214280.94
2023-08-01,Sales,South,58,46894.39,24301.54,4.12,52,0.75,208759.19,219692.97
2021-09-01,Operations,North,24,38125.03,28548.8,4.66,56,0.8,216369.03,205759.66
2021-12-01,Customer Support,West,37,63590.98,29122.04,3.97,50,0.76,188649.83,197892.47
2021-11-01,Sales,East,90,51946.28,23119.72,3.96,56,0.71,198606.68,188247.71
2022-04-01,Customer Support,West,12,53067.55,20505.07,4.26,51,0.93,203143.92,205291.86
2021-01-01,Operations,Central,28,34158.52,30773.5,3.18,56,0.77,177601.73,184208.65
2022-09-01,Customer Support,North,57,38266.18,32294.63,4.16,45,0.93,234914.43,251602.02
2023-06-01,Operations,East,68,23574.91,1973.38,3.45,50,0.95,203619.32,212320.34
2022-01-01,Customer Support,South,62,42359.74,24847.17,3.23,45,0.9,223002.04,239391.75
2023-10-01,Customer Support,South,41,42808.82,27160.96,4.63,58,0.66,153449.29,159136.83
2021-04-01,Finance,South,88,29831.99,31817.56,3.76,46,0.61,205493.46,216742.66
2023-04-01,Sales,South,16,48914.22,38208.15,4.01,48,0.79,261329.66,271094.53
2023-07-01,Customer Support,East,88,44776.46,26879.05,3.59,53,0.79,207133.51,208593.61
2023-03-01,Marketing,Central,88,39111.01,35811.07,3.06,51,0.81,293731.44,313493.71
2021-05-01,Finance,South,8,37139.36,16231.19,3.88,59,0.62,250145.53,242681.91
2023-01-01,Sales,South,98,52486.69,43409.78,4.5,60,0.7,214720.6,198009.93
2021-03-01,Finance,South,35,38327.42,29492.1,4.52,47,0.77,207898.75,192691.27
2023-09-01,Sales,Central,90,74665.97,14942.12,4.84,50,0.78,171987.98,166335.97
2021-04-01,Operations,North,83,47245.24,35958.1,4.68,53,0.93,290600.1,312186.48
2023-01-01,Customer Support,South,42,63776.22,27348.54,4.96,43,0.94,266817.64,264630.69
2022-08-01,Marketing,South,41,32816.94,48363.61,4.14,52,0.91,230560.09,245857.69
2023-10-01,Finance,South,96,47567.95,45964.8,3.1,50,0.69,151231.59,134428.03
2023-02-01,Finance,North,79,35702.51,38880.41,4.73,56,0.82,206574.82,215030.59
2021-05-01,Finance,South,18,56391.1,1212.87,4.9,64,0.7,261622.76,286817.71
2023-11-01,Finance,North,79,49063.4,27729.88,3.93,60,0.93,297946.93,298009.26
2023-04-01,Customer Support,North,77,79678.81,42692.41,3.23,54,0.78,343133.29,351857.81
2023-05-01,Sales,West,28,44324.84,38406.53,3.05,55,0.89,200694.68,197586.93
2021-09-01,Customer Support,West,14,23594.71,20776.48,4.23,50,0.74,254428.17,275546.64
2021-06-01,Operations,South,42,49104.95,28955.78,4.34,41,0.73,170945.43,169740.69
2022-07-01,Customer Support,East,47,52967.43,35942.95,3.03,58,0.61,179670.79,163429.82
2021-11-01,Customer Support,West,41,40605.08,14061.36,4.9,41,0.76,123134.24,116019.72
2021-02-01,Operations,West,46,38688.82,14927.06,4.08,54,0.83,225204.6,218997.29
2021-09-01,Customer Support,East,36,32037.18,54368.82,4.22,47,0.65,286397.64,310339.41
2022-09-01,Sales,Central,88,57222.15,26922.4,4.13,61,0.66,199320.06,200435.45
2022-12-01,Marketing,South,18,58873.53,10902.2,3.63,42,0.94,145014.11,139507.03
2023-10-01,Operations,Central,8,86473.38,23073.82,4.8,42,0.86,191770.98,176075.91
2022-10-01,Finance,Central,28,47497.38,33250.93,3.01,54,0.92,204729.48,215840.16
2021-03-01,Sales,North,14,52290.57,37952.47,4.49,49,0.77,201890.86,189068.62
2021-12-01,Marketing,North,20,46373.29,23413.11,3.72,43,0.66,259251.2,254202.41
2023-04-01,Sales,South,43,90603.82,18031.21,3.38,52,0.66,328273.55,293052.04
2023-06-01,Sales,East,22,59266.3,38710.99,3.87,45,0.79,256662.3,243150.67
2023-02-01,Finance,North,29,50033.4,20552.73,3.4,48,0.85,168171.64,176993.65
2022-09-01,Marketing,West,11,81542.43,27469.56,4.74,60,0.92,131548.11,111986.34
2023-04-01,Sales,South,60,49107.45,36714.28,4.59,45,0.74,149302.53,131178.18
2023-02-01,Finance,Central,51,103131.43,25141.25,4.71,42,0.71,281541.83,263546.97
2023-09-01,Operations,South,86,74958.37,50063.7,4.67,71,0.93,176200.23,173902.89
2022-09-01,Finance,North,86,49682.54,21477.95,4.65,36,0.76,174418.24,154411.76
2023-11-01,Customer Support,East,7,57689.22,26320.28,4.16,56,0.78,281142.89,275251.9
2023-10-01,Finance,Central,5,51903.58,26046.48,4.8,63,0.76,113170.15,100852.88
2022-06-01,Finance,East,37,61310.77,23632.6,3.12,50,0.87,184136.69,183731.17
2021-11-01,Finance,South,75,41306.05,40848.28,3.57,56,0.62,212377.28,217998.01
2022-11-01,Sales,East,78,81451.83,26515.79,3.43,59,0.89,305140.55,319926.52
2022-10-01,Marketing,East,63,40209.16,58548.99,3.24,41,0.74,273162.74,290871.82
2022-05-01,Finance,South,76,53820.47,31014.54,3.01,48,0.94,239190.7,246941.81
2021-05-01,Finance,Central,36,55510.14,32193.54,3.81,53,0.71,256378.26,252039.93
2021-11-01,Customer Support,East,91,45268.74,14338.89,4.45,42,0.76,183115.35,170711.06
2023-06-01,Customer Support,East,21,30662.93,24214.79,4.29,46,0.75,206733.04,214832.01
2022-03-01,Operations,South,82,53615.35,36841.16,4.3,55,0.88,154527.28,164676.11
2023-03-01,Operations,West,21,53716.31,35451.86,4.78,52,0.84,187238.3,196739.06
2023-11-01,Customer Support,East,93,45067.29,19384.03,4.91,60,0.83,188337.45,191678.76
2023-09-01,Marketing,North,25,45658.76,25390.45,4.36,72,0.85,236092.4,255566.4
2022-08-01,Operations,Central,59,52312.79,-2118.02,3.17,49,0.94,181553.38,174727.94
2022-04-01,Marketing,East,10,68682.52,22091.83,4.35,46,0.77,238077.45,234566.96
2023-10-01,Customer Support,South,88,67619.39,47279.43,4.11,69,0.83,253920.63,246435.58
2021-02-01,Operations,North,53,57223.68,32332.73,3.13,49,0.84,254016.66,248232.05
2023-11-01,Finance,South,88,43568.09,41223.87,3.51,56,0.9,191978.64,206464.5
2023-04-01,Customer Support,East,30,44899.74,13157.63,3.48,56,0.7,144713.93,135989.99
2021-06-01,Operations,North,36,46344.09,30958.25,4.55,53,0.88,216513.45,194246.68
2021-09-01,Marketing,Central,76,43246.27,28829.56,3.69,50,0.77,298117.96,265944.47
2022-08-01,Marketing,Central,48,33473.64,23778.26,4.0,45,0.61,199594.26,187307.24
2021-01-01,Operations,Central,63,38307.32,27693.64,4.57,49,0.65,226884.25,228985.34
2021-08-01,Marketing,West,33,59035.39,24728.6,4.87,56,0.89,203101.64,210727.23
2022-11-01,Operations,South,21,40369.75,18340.85,4.08,41,0.69,203402.16,191339.43
2021-03-01,Operations,East,22,50540.58,31345.29,4.11,53,0.7,278691.26,257119.2
2021-04-01,Marketing,North,44,50016.36,38740.94,3.19,59,0.86,211656.71,202442.68
2023-01-01,Sales,South,67,56884.4,22181.79,3.99,47,0.84,170249.07,172349.43
2022-03-01,Finance,East,86,40096.1,22641.89,4.37,46,0.76,219667.37,205964.68
2022-09-01,Customer Support,West,79,376.56,38061.01,3.38,52,0.86,245439.36,256883.9
2023-11-01,Finance,East,49,40752.43,30488.04,3.22,42,0.81,246955.43,242164.8
2022-02-01,Customer Support,South,80,36138.8,26512.21,4.73,53,0.66,142200.95,131499.79
2023-12-01,Customer Support,East,83,18490.04,30985.69,3.23,60,0.7,188385.3,188136.39
2021-12-01,Finance,North,94,41700.23,50615.93,4.83,47,0.62,281280.9,265304.96
2022-05-01,Operations,West,7,39731.21,41497.17,3.55,48,0.83,183940.44,182372.13
2021-09-01,Marketing,North,7,49588.45,47238.53,3.66,43,0.62,184725.01,184945.63
2023-11-01,Sales,West,42,57865.34,37357.74,4.05,38,0.86,244249.57,258767.54
2022-01-01,Sales,West,77,78118.4,22374.99,3.38,54,0.79,145998.59,141588.0
2022-03-01,Sales,East,44,51397.65,25580.27,4.38,53,0.75,171164.98,154327.51
2022-06-01,Finance,North,72,50451.7,22438.02,4.05,59,0.81,134905.39,135126.99
2023-09-01,Finance,West,58,79968.23,36227.18,4.89,42,0.82,166782.67,164765.86
2021-06-01,Operations,West,24,30964.5,26961.68,4.82,36,0.8,225158.04,222695.32
2023-03-01,Sales,East,19,31954.5,21663.46,4.54,55,0.85,98703.76,102145.98
2022-11-01,Operations,South,97,59034.13,28862.72,3.37,52,0.82,279935.99,268792.01
2023-03-01,Sales,South,9,69731.48,16005.52,3.43,64,0.77,222472.37,200954.37
2023-10-01,Finance,Central,43,71480.52,40087.53,3.54,50,0.89,175379.99,156416.04
2022-02-01,Marketing,Central,44,22931.56,20336.06,4.67,49,0.94,127781.4,131077.31
2023-12-01,Marketing,West,11,23366.04,39124.84,4.3,54,0.81,187868.61,197349.93
2021-08-01,Marketing,South,76,48243.35,34659.5,3.35,46,0.85,248672.51,245534.32
2023-11-01,Marketing,West,37,60634.45,35760.17,3.92,51,0.78,237664.48,233681.66
2022-07-01,Customer Support,North,41,44279.88,18544.67,4.95,52,0.74,262388.4,257522.82
2023-06-01,Sales,South,36,32343.04,30663.7,4.46,55,0.9,232937.1,220047.82
2022-02-01,Marketing,South,47,30900.77,24812.34,4.87,48,0.67,237028.38,231066.81
2022-08-01,Customer Support,South,67,65542.19,12478.7,4.62,57,0.84,239788.46,220288.38
2023-01-01,Customer Support,Central,40,65998.27,44360.59,4.45,41,0.65,207038.87,205192.01
2022-12-01,Customer Support,East,53,59458.78,29047.47,4.66,49,0.87,223406.55,225204.47
2022-02-01,Operations,East,29,49248.19,25494.38,4.39,48,0.68,135787.39,138336.35
2023-02-01,Operations,Central,70,36984.23,43739.78,4.13,46,0.81,176006.77,159223.11
2022-11-01,Customer Support,Central,13,21377.74,39670.4,4.47,44,0.65,205608.47,200768.14
2022-10-01,Marketing,Central,97,27465.44,63036.24,3.46,58,0.6,232997.93,240756.14
2022-07-01,Sales,East,22,19428.06,20483.8,3.98,52,0.86,232170.75,250228.48
2021-03-01,Finance,West,26,45497.17,24304.53,4.9,49,0.91,165807.77,180309.36
2022-07-01,Operations,Central,19,56985.63,49398.57,4.62,58,0.88,220600.93,234309.26
2021-09-01,Marketing,West,11,50986.92,21438.34,4.85,35,0.65,157938.09,142139.54
2023-04-01,Marketing,West,17,71242.35,22691.39,4.93,52,0.68,222787.57,229133.59
2022-08-01,Finance,North,40,52682.3,29187.93,4.17,43,0.89,215692.33,217701.97
2021-07-01,Finance,East,20,25341.26,46484.36,3.39,53,0.61,250720.22,225798.46
2022-02-01,Marketing,West,45,47949.07,24696.37,4.48,42,0.78,254496.71,271719.64
2021-09-01,Finance,East,25,48405.84,52776.4,3.01,47,0.89,321887.51,314327.55
2022-07-01,Marketing,East,32,57492.88,29867.36,3.18,41,0.67,93293.41,91171.38
2022-02-01,Finance,North,78,62712.71,43413.93,3.57,54,0.65,161546.03,155284.92
2023-12-01,Finance,East,87,57081.69,26590.4,3.03,62,0.66,199789.81,188076.29
2022-05-01,Marketing,West,21,42699.57,20249.64,4.37,59,0.86,315729.94,314664.62
2023-06-01,Customer Support,South,69,70704.03,35734.95,4.63,49,0.94,162104.38,164645.91
2021-09-01,Marketing,West,17,62550.49,15466.87,4.51,45,0.67,177116.28,161739.46
2023-09-01,Sales,West,40,11142.88,13581.54,3.29,51,0.64,188268.08,195022.8
2023-01-01,Finance,East,62,61448.48,37067.92,4.61,43,0.69,182250.16,179750.0
2022-02-01,Operations,West,24,36718.9,24274.28,4.66,46,0.64,213388.37,216544.98
2021-11-01,Finance,South,56,23679.13,16219.89,3.19,51,0.6,211462.18,208936.27
2023-11-01,Sales,East,10,53777.36,24000.01,3.98,40,0.76,211760.57,192386.87
2022-02-01,Operations,Central,27,84851.39,35617.24,4.38,54,0.86,210514.68,189722.23
2023-06-01,Operations,West,46,49203.73,20593.75,3.81,52,0.71,267667.76,262488.47
2021-04-01,Marketing,West,28,45664.42,2103.91,4.78,48,0.72,209328.24,197279.04
2021-04-01,Customer Support,North,9,51448.32,28395.54,4.06,55,0.68,130804.06,133232.95
2023-04-01,Marketing,Central,36,85856.91,33585.94,3.24,43,0.65,196693.02,174977.93
2021-08-01,Operations,Central,50,45979.71,38115.03,4.06,38,0.62,198361.5,181217.2
2021-02-01,Operations,South,21,64750.82,40223.76,4.15,58,0.8,260584.08,246039.57
2022-10-01,Customer Support,Central,79,44028.41,28412.19,4.91,50,0.87,242004.9,226993.81
2022-04-01,Finance,North,31,41289.52,49003.38,3.84,51,0.78,248016.31,253977.02
2023-05-01,Customer Support,South,72,71183.16,28768.94,4.79,51,0.9,242435.36,249693.34
2023-06-01,Marketing,Central,27,33462.68,27734.51,3.64,59,0.76,211659.65,208327.85
2021-12-01,Finance,South,91,61199.19,27104.4,3.9,57,0.62,157974.39,157765.67
2023-11-01,Marketing,Central,38,44873.45,31425.55,4.35,45,0.81,202251.67,186739.65
2021-11-01,Customer Support,Central,25,38642.33,35086.16,4.77,45,0.85,152353.28,145387.17
2022-09-01,Finance,Central,26,43729.96,43958.63,4.55,46,0.64,92318.17,81929.02
2022-09-01,Customer Support,West,69,16230.36,24588.97,3.31,47,0.78,207646.95,197958.13
2021-05-01,Sales,Central,36,34248.61,21974.53,3.39,58,0.7,248554.71,247365.36
2022-08-01,Operations,West,66,52010.17,31410.41,3.14,54,0.94,157364.45,156992.57
2021-03-01,Finance,East,32,46285.87,25620.25,4.24,50,0.67,130601.11,118707.61
2023-09-01,Operations,North,86,35812.41,18793.3,3.88,45,0.84,245239.31,246000.76
2021-09-01,Sales,South,11,72224.87,42041.07,4.75,43,0.71,257710.71,246114.12
2021-09-01,Finance,South,58,35099.15,41724.97,4.98,53,0.75,178461.54,160126.0
2021-04-01,Operations,East,74,71557.73,15310.92,4.76,44,0.89,134188.61,137559.04
2023-11-01,Operations,Central,18,52203.77,28636.76,3.09,52,0.95,262326.08,261433.28
2022-05-01,Finance,North,98,46049.29,35770.19,4.89,48,0.64,164372.71,153387.82
2023-10-01,Operations,East,59,51404.16,49219.38,3.21,61,0.76,266020.85,265295.05
2022-12-01,Operations,East,62,54404.98,29378.7,3.89,43,0.82,165944.8,174558.03
2023-08-01,Finance,South,48,35665.49,38631.23,3.59,56,0.74,233863.21,209591.92
2021-01-01,Operations,West,50,36073.01,26310.33,3.31,56,0.65,203699.5,221182.84
2021-08-01,Operations,West,18,46994.19,34538.73,3.34,49,0.61,202645.61,204354.54
2022-11-01,Marketing,Central,48,56554.97,39015.37,3.69,48,0.61,209756.64,204660.24
2021-12-01,Marketing,Central,45,59955.42,33488.77,3.05,56,0.77,210665.63,199635.44
2021-12-01,Sales,East,77,68682.21,30266.42,3.13,52,0.74,220192.84,195557.52
2022-03-01,Marketing,Central,99,31570.94,39676.35,4.43,47,0.94,180819.16,162239.6
2022-07-01,Marketing,West,6,55350.99,43672.78,4.25,43,0.92,298903.54,288105.3
2023-02-01,Sales,North,86,49805.64,31507.1,3.2,44,0.81,96878.83,92362.21
2023-05-01,Operations,South,9,42008.09,40327.26,3.86,50,0.77,256177.89,277688.48
2022-10-01,Operations,West,94,80054.87,24388.48,4.22,54,0.8,210588.68,202829.62
2022-09-01,Marketing,Central,91,56481.4,26017.45,3.2,55,0.76,127231.51,127253.45
2022-08-01,Sales,South,16,71433.97,45682.55,4.94,58,0.72,237864.86,236020.73
2023-05-01,Operations,South,82,-455.89,979.6,4.7,53,0.81,227749.02,255015.22
2021-04-01,Customer Support,East,81,65706.02,27616.47,3.45,58,0.93,267987.26,260646.23
2021-07-01,Finance,Central,51,58041.28,32166.47,4.04,42,0.83,137820.96,122318.45
2023-04-01,Finance,East,83,60527.29,18367.3,4.02,55,0.66,264237.85,245884.5
2023-04-01,Finance,South,39,45604.46,40763.08,3.67,41,0.77,188653.83,177896.22
2021-04-01,Marketing,East,23,81660.27,29519.43,4.52,62,0.66,180779.58,160996.84
2022-10-01,Finance,Central,83,47046.89,37132.97,4.32,47,0.64,206664.37,214631.16
2021-12-01,Finance,West,67,49719.51,45094.86,4.73,47,0.72,277354.09,265097.54
