quarter,department,expense_type,revenue,expenses,investment,roi_percentage,economic_index,profit
2019-06-30,IT,Marketing Spend,440814.14,264641.37,56502.0,0.116,80.77,176172.77
2024-09-30,Marketing,Salaries,349361.96,349540.33,52707.88,0.18,89.6,-178.37
2019-12-31,IT,Admin,628217.52,188583.96,20386.73,0.155,85.51,439633.56
2018-06-30,Finance,COGS,601230.88,402548.69,56955.58,0.192,105.61,198682.19
2020-12-31,Finance,Utilities,419296.31,248866.44,51908.19,0.056,113.98,170429.87
2021-03-31,IT,Marketing Spend,546305.98,182938.65,54200.39,0.212,102.88,363367.33
2024-03-31,Marketing,Utilities,356428.2,314804.91,84837.53,0.247,93.87,41623.29
2023-03-31,Sales,Admin,562175.81,492281.09,45850.95,0.059,116.48,69894.72
2019-09-30,Operations,COGS,411597.49,232827.41,28697.93,0.149,100.21,178770.08
2020-06-30,Sales,Admin,621757.63,310309.41,38786.35,0.198,86.99,311448.22
2021-03-31,Operations,Utilities,551096.15,311312.72,66707.05,0.145,101.33,239783.43
2022-03-31,Operations,COGS,463445.04,450827.26,55688.46,0.169,80.73,12617.78
2024-06-30,Marketing,R&D,459180.33,224910.9,50921.0,0.234,81.54,234269.43
2023-03-31,IT,COGS,514448.57,374899.98,22530.42,0.158,105.1,139548.59
2024-12-31,Sales,Marketing Spend,407607.89,186135.02,73957.75,0.097,108.93,221472.87
2024-06-30,IT,Utilities,612490.94,317785.7,37766.49,0.198,85.53,294705.24
2021-06-30,Finance,Admin,530598.26,358950.06,57210.14,0.125,101.34,171648.2
2018-06-30,Marketing,Admin,596436.27,380313.96,47992.44,0.107,110.91,216122.31
2024-12-31,Marketing,Admin,255038.01,190543.92,18233.1,0.1,115.29,64494.09
2023-06-30,Finance,Salaries,501607.89,138965.53,57407.8,0.066,98.96,362642.36
2020-09-30,Sales,Salaries,524806.46,284204.16,26035.71,0.237,84.89,240602.3
2018-03-31,Finance,Marketing Spend,499654.04,254412.41,56729.09,0.163,82.77,245241.63
2022-09-30,Sales,R&D,502250.22,186446.11,39521.71,0.241,114.26,315804.11
2023-03-31,Operations,Salaries,467886.75,195549.65,46160.81,0.222,83.11,272337.1
2018-12-31,Marketing,COGS,725736.83,261752.98,64191.17,0.056,112.71,463983.85
2022-09-30,Sales,Utilities,524325.79,436735.33,24762.81,0.099,97.48,87590.46
2024-06-30,IT,Marketing Spend,512247.36,201460.63,111971.3,0.113,97.46,310786.73
2023-03-31,IT,R&D,593657.17,371319.76,33088.47,0.148,100.74,222337.41
2020-09-30,Marketing,COGS,444094.83,182298.84,63962.29,0.193,85.43,261795.99
2019-12-31,Finance,Admin,371221.72,239709.0,68035.65,0.186,109.7,131512.72
2020-09-30,Finance,Salaries,590717.93,177423.02,80548.64,0.247,92.0,413294.91
2018-12-31,Sales,COGS,466649.2,473817.48,36629.42,0.235,103.91,-7168.28
2022-03-31,Finance,R&D,636072.36,376514.46,35037.47,0.087,80.21,259557.9
2024-09-30,Marketing,Marketing Spend,629801.08,356109.92,71940.26,0.222,91.26,273691.16
2019-09-30,Sales,COGS,267735.38,352026.8,60890.12,0.219,81.62,-84291.42
2019-12-31,Operations,Marketing Spend,507233.39,235414.54,61334.99,0.165,92.54,271818.85
2018-09-30,Finance,Admin,607660.65,302847.11,77951.27,0.118,85.05,304813.54
2023-06-30,Finance,R&D,324474.12,216374.61,51910.09,0.092,82.8,108099.51
2018-06-30,Sales,R&D,536605.96,515532.3,53617.24,0.092,113.92,21073.66
2023-09-30,IT,Salaries,565789.74,210024.22,76585.57,0.118,94.6,355765.52
2021-09-30,Finance,Utilities,494523.33,231152.6,53524.17,0.151,113.01,263370.73
2023-12-31,Marketing,R&D,495245.66,428290.91,29715.4,0.167,115.71,66954.75
2023-06-30,Finance,COGS,619831.41,291619.07,32030.37,0.115,100.24,328212.34
2023-06-30,Operations,COGS,350547.22,348316.14,44650.5,0.121,102.71,2231.08
2019-03-31,Finance,COGS,583111.0,293477.51,57126.58,0.053,105.86,289633.49
2023-12-31,IT,Admin,545927.62,244851.55,69166.71,0.05,105.79,301076.07
2018-03-31,Finance,R&D,630171.8,244922.95,97951.65,0.231,101.21,385248.85
2024-06-30,Sales,R&D,405185.9,369008.3,45071.7,0.053,103.77,36177.6
2018-12-31,Finance,COGS,647671.28,318189.67,21976.24,0.057,97.64,329481.61
2021-09-30,IT,Salaries,361157.12,396240.86,18102.82,0.091,116.65,-35083.74
2022-12-31,Sales,Salaries,466959.99,395231.97,45713.78,0.199,108.85,71728.02
2022-09-30,Marketing,R&D,383681.55,346158.97,49803.15,0.186,92.6,37522.58
2018-09-30,Sales,R&D,572473.48,383814.82,62291.15,0.179,93.4,188658.66
2022-12-31,Operations,Marketing Spend,423806.69,342968.03,98946.89,0.165,98.21,80838.66
2020-09-30,Sales,R&D,613472.25,330436.56,62359.43,0.09,81.27,283035.69
2022-03-31,Marketing,COGS,331188.88,274084.9,51724.25,0.13,119.66,57103.98
2024-09-30,Finance,Utilities,455473.7,164628.24,70030.25,0.146,98.71,290845.46
2021-03-31,Sales,Admin,678596.8,249234.61,18331.53,0.166,111.0,429362.19
2020-09-30,Sales,R&D,423928.83,415776.25,54993.42,0.09,86.33,8152.58
2018-06-30,Sales,R&D,605934.03,323066.98,17455.25,0.196,104.37,282867.05
2020-03-31,Sales,COGS,569630.93,267843.16,78154.37,0.112,95.27,301787.77
2024-06-30,Marketing,Marketing Spend,369254.45,396136.21,22992.34,0.182,115.6,-26881.76
2018-06-30,IT,Utilities,521136.64,264177.59,69895.37,0.153,117.3,256959.05
2023-03-31,IT,R&D,652867.69,356621.32,66245.88,0.168,104.99,296246.37
2020-03-31,Sales,Salaries,459000.6,406378.54,79475.31,0.133,82.44,52622.06
2020-03-31,Marketing,Salaries,431006.46,348585.79,31582.04,0.139,98.66,82420.67
2019-12-31,Marketing,Salaries,532846.06,384941.19,48834.81,0.224,80.68,147904.87
2022-03-31,Sales,Admin,478522.92,337809.35,69657.27,0.145,100.72,140713.57
2018-03-31,Operations,Admin,350403.48,147619.01,56946.82,0.209,100.06,202784.47
2024-03-31,Sales,Utilities,477819.37,404864.89,59818.04,0.129,96.69,72954.48
2020-09-30,Operations,R&D,451468.88,364190.44,64754.96,0.19,93.48,87278.44
2019-12-31,Sales,R&D,486595.68,275653.27,43354.53,0.097,103.16,210942.41
2020-06-30,Operations,R&D,259665.45,252997.74,30742.3,0.233,87.07,6667.71
2024-03-31,Operations,Admin,536432.58,309888.0,34186.08,0.243,81.05,226544.58
2019-09-30,Sales,Utilities,336605.96,204057.65,48214.22,0.23,111.47,132548.31
2018-09-30,Operations,R&D,574669.33,375431.18,35088.03,0.119,111.42,199238.15
2018-09-30,Finance,COGS,607210.85,287917.7,44286.99,0.105,103.18,319293.15
2022-06-30,IT,Marketing Spend,301439.15,228065.37,49527.41,0.086,113.2,73373.78
2019-03-31,Marketing,Salaries,629501.71,353159.13,80371.9,0.225,100.52,276342.58
2020-12-31,Operations,Salaries,488312.91,337980.08,28044.0,0.074,80.26,150332.83
2020-12-31,Operations,COGS,607696.11,365348.13,34827.03,0.178,85.93,242347.98
2022-09-30,Marketing,R&D,593114.85,197241.27,49151.55,0.116,98.38,395873.58
2019-06-30,Operations,Utilities,355472.0,358943.02,29395.19,0.088,114.49,-3471.02
2018-06-30,Marketing,Utilities,414691.42,442923.19,-10856.52,0.087,89.02,-28231.77
2020-12-31,Sales,Admin,661421.23,296571.48,37686.34,0.224,81.36,364849.75
2022-09-30,Finance,R&D,375942.79,291491.47,44763.98,0.222,96.5,84451.32
2019-03-31,Finance,Utilities,536092.45,188775.67,53640.44,0.104,82.67,347316.78
2020-12-31,IT,R&D,424410.78,306566.12,30628.24,0.057,102.02,117844.66
2024-09-30,Operations,Salaries,409601.58,218140.63,83458.33,0.224,82.22,191460.95
2024-09-30,IT,Salaries,498132.08,393405.91,65534.05,0.061,80.67,104726.17
2022-03-31,Sales,Admin,719136.63,494113.22,27840.15,0.067,117.73,225023.41
2022-03-31,Finance,Salaries,576809.04,496140.15,37772.71,0.214,106.61,80668.89
2020-06-30,Sales,R&D,394630.72,231515.8,36262.31,0.213,84.78,163114.92
2024-03-31,Sales,COGS,519545.0,240984.93,28549.84,0.09,102.25,278560.07
2023-09-30,Operations,Admin,314058.87,348412.84,72952.29,0.058,90.34,-34353.97
2022-03-31,Sales,COGS,274528.32,281602.98,28666.93,0.063,110.44,-7074.66
2021-09-30,Finance,R&D,516912.68,301121.52,52097.88,0.141,112.57,215791.16
2020-12-31,IT,Admin,571494.67,496347.41,39624.22,0.134,100.3,75147.26
2021-12-31,Finance,COGS,656101.8,213297.41,46012.12,0.086,96.38,442804.39
2023-12-31,Operations,Admin,537291.86,321333.29,70583.09,0.232,92.69,215958.57
2022-09-30,Finance,R&D,500639.27,330458.93,56351.66,0.16,81.31,170180.34
2019-12-31,Marketing,Utilities,466110.43,384004.89,57270.59,0.211,102.43,82105.54
2023-03-31,IT,Admin,552780.01,230989.71,56320.53,0.071,100.36,321790.3
2022-03-31,Marketing,Utilities,378406.27,418672.06,59669.22,0.245,88.52,-40265.79
2023-09-30,Marketing,R&D,432172.2,320994.75,29036.04,0.212,101.28,111177.45
2019-03-31,Operations,Admin,381821.17,233698.21,36391.42,0.108,98.71,148122.96
2023-06-30,Sales,Admin,447582.02,285548.95,57409.6,0.054,90.43,162033.07
2021-12-31,Marketing,Utilities,427523.53,380202.32,35541.98,0.083,109.72,47321.21
2019-06-30,Finance,Salaries,420750.77,466609.41,42962.45,0.134,89.84,-45858.64
2019-12-31,Sales,Utilities,436012.39,271889.47,55484.79,0.051,98.04,164122.92
2024-03-31,Finance,Utilities,521080.74,469285.19,72080.24,0.058,101.34,51795.55
2022-06-30,Finance,Utilities,626899.6,399387.76,67087.43,0.07,112.45,227511.84
2024-03-31,Sales,R&D,528826.84,259148.16,81974.86,0.212,96.82,269678.68
2020-12-31,Sales,Marketing Spend,442673.29,348194.91,52932.25,0.159,88.28,94478.38
2021-09-30,Finance,Utilities,543800.72,369765.71,52361.44,0.088,80.59,174035.01
2024-09-30,Operations,Admin,511023.48,280824.64,36767.03,0.103,90.08,230198.84
2024-06-30,IT,COGS,516926.87,248449.69,61092.43,0.178,110.02,268477.18
2020-03-31,IT,Salaries,497685.71,289312.75,75094.59,0.114,112.82,208372.96
2021-03-31,Operations,Utilities,672574.22,269012.09,38752.0,0.186,104.03,403562.13
2024-06-30,Sales,Utilities,509879.68,322082.53,58918.72,0.206,117.93,187797.15
2021-09-30,Finance,Salaries,443864.65,474610.47,72377.86,0.111,100.89,-30745.82
2020-06-30,IT,Utilities,422279.81,336695.12,33311.12,0.123,99.17,85584.69
2021-12-31,Finance,Admin,590142.08,444705.23,60979.5,0.06,113.31,145436.85
2019-09-30,Operations,Marketing Spend,381353.31,345474.44,62117.55,0.214,86.68,35878.87
2022-03-31,Finance,Utilities,635699.15,531468.29,5451.94,0.171,80.61,104230.86
2023-09-30,Operations,Salaries,308333.38,234914.48,39287.79,0.228,115.27,73418.9
2024-06-30,Sales,Utilities,622628.3,134744.36,27690.59,0.088,101.36,487883.94
2023-03-31,Operations,R&D,579723.06,321855.22,39763.25,0.242,109.8,257867.84
2023-06-30,Operations,Admin,456043.55,331946.07,41666.09,0.191,105.16,124097.48
2024-06-30,IT,Admin,424979.91,426096.82,49252.82,0.089,106.56,-1116.91
2019-09-30,Finance,Marketing Spend,623214.9,452356.82,68132.78,0.143,103.49,170858.08
2021-06-30,IT,R&D,679948.32,175271.1,74393.65,0.19,109.01,504677.22
2021-09-30,Marketing,R&D,438639.97,286222.01,53497.05,0.053,84.54,152417.96
2023-03-31,Operations,Marketing Spend,558043.72,311121.63,75958.44,0.206,90.04,246922.09
2019-09-30,Marketing,COGS,597949.69,207709.75,66606.4,0.24,99.17,390239.94
2020-03-31,IT,Utilities,560293.62,288809.83,48290.9,0.066,108.66,271483.79
2022-09-30,Finance,R&D,505431.32,387268.76,79319.64,0.23,92.34,118162.56
2021-12-31,IT,COGS,461017.02,392990.34,51339.21,0.143,112.29,68026.68
2019-12-31,Finance,COGS,527801.02,329960.16,54953.42,0.153,82.61,197840.86
2022-06-30,Finance,Admin,291428.74,435681.8,30640.09,0.218,111.64,-144253.06
2024-09-30,Sales,Utilities,634074.46,327879.35,57199.41,0.168,107.96,306195.11
2023-09-30,Operations,Admin,329324.32,402332.58,58437.61,0.12,82.61,-73008.26
2022-06-30,IT,Salaries,416151.19,232929.38,67323.49,0.197,81.27,183221.81
2022-12-31,Finance,Admin,466267.84,238218.92,45495.95,0.078,113.6,228048.92
2019-09-30,IT,R&D,400132.14,466171.64,35443.58,0.183,85.79,-66039.5
2018-09-30,IT,R&D,387175.1,260972.89,58185.02,0.205,90.13,126202.21
2022-06-30,Finance,Utilities,640947.63,381091.4,64789.25,0.117,115.85,259856.23
2024-09-30,Marketing,COGS,679635.98,257841.49,43252.47,0.244,93.72,421794.49
2020-06-30,Operations,R&D,654851.64,331215.03,33192.67,0.178,101.22,323636.61
2019-09-30,Operations,Admin,583551.77,289137.03,41755.25,0.069,81.24,294414.74
2022-03-31,Sales,Admin,746455.27,357290.71,81751.23,0.243,102.76,389164.56
2021-06-30,Sales,Utilities,473369.81,356866.89,30525.37,0.199,108.54,116502.92
2023-12-31,Sales,Admin,463772.36,247077.07,29986.63,0.189,102.6,216695.29
2018-09-30,Operations,Marketing Spend,501126.54,359991.47,87368.12,0.101,112.35,141135.07
2020-12-31,Marketing,Utilities,642904.06,208600.44,46866.69,0.145,111.06,434303.62
2024-12-31,Operations,Utilities,558602.58,438061.77,25541.26,0.23,99.16,120540.81
2021-03-31,Operations,R&D,672747.28,328739.13,21725.51,0.112,105.8,344008.15
2018-06-30,Operations,Utilities,506531.95,57775.98,61478.09,0.135,91.07,448755.97
2018-09-30,Operations,Salaries,350143.19,195320.49,56704.71,0.101,94.34,154822.7
2019-03-31,Marketing,R&D,432675.38,354751.3,61640.43,0.093,104.88,77924.08
2020-09-30,Sales,R&D,602473.14,376850.49,32772.03,0.059,106.42,225622.65
2019-12-31,IT,Marketing Spend,450537.95,268742.34,26249.06,0.197,83.41,181795.61
2024-06-30,Sales,R&D,509536.15,312562.18,60778.32,0.068,112.77,196973.97
2023-09-30,Sales,COGS,524676.37,358051.1,29083.78,0.156,105.49,166625.27
2023-09-30,IT,Admin,680818.37,404890.52,46701.13,0.06,93.09,275927.85
2020-12-31,Operations,Admin,587945.2,372628.29,32295.15,0.247,89.05,215316.91
2019-09-30,Marketing,Utilities,568330.01,255168.84,82962.87,0.192,104.12,313161.17
2021-09-30,Marketing,Marketing Spend,515797.54,409142.8,68447.29,0.176,107.84,106654.74
2023-12-31,Sales,Admin,416906.43,126133.9,102697.85,0.087,117.14,290772.53
2022-03-31,IT,COGS,524259.43,277615.0,62774.14,0.156,87.4,246644.43
2018-12-31,Finance,Marketing Spend,717573.45,349603.47,56264.22,0.151,100.12,367969.98
2023-06-30,Operations,Salaries,551323.25,203515.31,63595.08,0.122,118.21,347807.94
2024-03-31,Sales,Admin,444858.15,304397.38,18536.02,0.081,116.38,140460.77
2021-03-31,Marketing,R&D,458139.55,344264.61,14343.44,0.123,99.12,113874.94
2022-06-30,IT,COGS,641863.36,237937.75,64228.77,0.172,102.08,403925.61
2018-03-31,IT,COGS,446750.47,315235.85,38381.62,0.147,116.66,131514.62
2021-12-31,Sales,Admin,479919.84,202170.3,49989.54,0.164,81.28,277749.54
2021-03-31,Finance,Utilities,385803.64,380450.36,17422.97,0.164,119.05,5353.28
2020-06-30,Marketing,Salaries,472205.96,342667.09,39627.09,0.099,119.08,129538.87
2020-12-31,Sales,R&D,547300.46,359099.24,42772.95,0.072,117.77,188201.22
2018-06-30,Finance,Salaries,470348.37,294450.23,68497.31,0.154,118.62,175898.14
2023-09-30,IT,Salaries,502463.56,166723.44,52660.77,0.228,92.16,335740.12
2018-09-30,Operations,Admin,384706.59,289381.73,22398.85,0.249,81.48,95324.86
2020-06-30,Marketing,R&D,444295.24,438091.86,39587.15,0.207,91.37,6203.38
2018-06-30,Marketing,Admin,713217.85,381309.82,72185.21,0.094,93.83,331908.03
2024-09-30,Finance,Admin,486603.29,439624.28,40971.32,0.176,94.1,46979.01
2023-09-30,Sales,Utilities,536292.55,304425.65,68010.08,0.098,107.22,231866.9
2021-03-31,IT,COGS,419791.67,244647.53,39062.47,0.165,114.54,175144.14
2021-03-31,Finance,Utilities,505172.34,346929.61,56697.51,0.146,88.88,158242.73
2022-06-30,Operations,Utilities,472936.29,284631.49,51174.98,0.126,97.89,188304.8
2018-09-30,Operations,Admin,610028.58,255363.55,47834.77,0.178,95.14,354665.03
2024-09-30,Operations,Utilities,605279.65,161219.12,23762.09,0.222,110.58,444060.53
2019-09-30,Finance,Utilities,615843.38,326740.87,17730.81,0.117,92.72,289102.51
2021-06-30,IT,Marketing Spend,508029.51,374961.96,54866.44,0.147,82.25,133067.55
2022-12-31,Marketing,R&D,703984.86,206814.9,50741.18,0.141,93.35,497169.96
2022-03-31,Sales,COGS,580378.54,419136.84,39341.84,0.1,94.16,161241.7
2023-03-31,Marketing,R&D,357046.42,319972.73,32507.26,0.134,112.9,37073.69
2020-12-31,IT,COGS,654247.92,308827.03,76770.43,0.054,101.92,345420.89
2024-03-31,Marketing,Marketing Spend,499424.77,202448.61,69808.89,0.153,100.94,296976.16
2021-12-31,Finance,Admin,613846.43,342200.18,64922.83,0.194,103.95,271646.25
2023-12-31,Operations,COGS,394719.19,207782.24,82244.24,0.124,102.46,186936.95
2020-12-31,IT,COGS,492878.38,223605.34,28026.68,0.199,107.27,269273.04
2021-09-30,IT,COGS,574995.55,166207.33,55512.72,0.2,116.16,408788.22
2024-03-31,Marketing,Marketing Spend,524396.98,516032.27,22206.84,0.247,115.05,8364.71
2020-06-30,Finance,R&D,485058.97,296144.54,41950.59,0.159,99.81,188914.43
2024-03-31,Marketing,Marketing Spend,254164.4,251225.54,43798.68,0.131,113.87,2938.86
2019-09-30,Marketing,COGS,426015.04,296652.25,36407.26,0.178,114.52,129362.79
2022-12-31,IT,Utilities,402279.66,259837.55,49201.67,0.175,111.58,142442.11
2019-03-31,Marketing,COGS,313860.87,285666.31,93018.13,0.247,81.68,28194.56
2018-03-31,Operations,Utilities,429058.01,329747.73,55230.99,0.192,106.48,99310.28
2022-03-31,Marketing,Admin,685871.52,267496.92,69600.74,0.111,92.53,418374.6
2018-09-30,Operations,Marketing Spend,615761.87,309920.36,52065.2,0.088,114.93,305841.51
2021-03-31,IT,Utilities,416481.83,486636.36,16504.93,0.209,91.36,-70154.53
2021-06-30,Finance,Marketing Spend,441167.9,153327.35,37385.94,0.086,116.75,287840.55
2023-12-31,Operations,Salaries,441372.72,208929.92,39298.76,0.175,104.6,232442.8
2022-06-30,Finance,R&D,575605.2,339482.91,49150.63,0.076,105.8,236122.29
2018-12-31,Finance,Salaries,540499.82,409474.74,62089.86,0.194,115.51,131025.08
2022-06-30,Operations,Utilities,428788.15,539378.46,67229.7,0.207,119.42,-110590.31
2019-03-31,IT,Salaries,440335.56,333160.91,56976.55,0.248,92.36,107174.65
2024-03-31,Sales,R&D,608128.68,202476.54,71209.73,0.241,83.55,405652.14
2021-12-31,Finance,Utilities,652438.46,420426.94,36950.74,0.193,108.93,232011.52
2018-03-31,Finance,Admin,410338.67,309968.15,61229.29,0.106,82.81,100370.52
2023-03-31,IT,Admin,488297.54,306876.38,60009.89,0.059,101.35,181421.16
2021-06-30,IT,R&D,512841.38,144565.12,68019.11,0.161,93.81,368276.26
2021-09-30,Marketing,R&D,481099.0,393482.64,35339.51,0.203,95.6,87616.36
2020-03-31,IT,Utilities,613026.34,226302.34,86825.66,0.052,89.42,386724.0
2021-09-30,Finance,Marketing Spend,484771.34,345352.11,34244.94,0.155,107.97,139419.23
2022-03-31,Operations,Utilities,690813.42,305381.2,40728.37,0.227,102.88,385432.22
2024-03-31,Sales,Marketing Spend,620097.75,315960.02,64920.26,0.177,118.1,304137.73
2023-12-31,Marketing,Marketing Spend,431362.68,304150.17,18602.95,0.187,94.22,127212.51
2018-12-31,Operations,Marketing Spend,506683.24,239675.35,31323.71,0.145,95.77,267007.89
2020-12-31,Sales,Utilities,402343.33,232718.14,51730.1,0.239,86.6,169625.19
2024-09-30,Sales,COGS,460850.1,375818.51,13533.7,0.125,104.47,85031.59
2024-06-30,Sales,COGS,587068.48,298735.53,34059.35,0.126,83.8,288332.95
2019-03-31,Operations,Admin,524574.17,247611.72,51760.84,0.154,118.73,276962.45
2019-03-31,Marketing,COGS,711252.4,259009.48,33547.49,0.167,116.4,452242.92
2020-09-30,Marketing,COGS,377805.33,355039.56,85639.37,0.157,107.99,22765.77
2024-12-31,Sales,Marketing Spend,496703.44,245752.48,64503.19,0.214,92.69,250950.96
2019-06-30,Operations,Marketing Spend,449423.16,427670.65,59022.61,0.217,94.25,21752.51
2019-09-30,Sales,R&D,468388.38,287551.58,52806.73,0.076,83.49,180836.8
2023-12-31,IT,Marketing Spend,504190.48,272036.46,65335.6,0.169,89.88,232154.02
2021-06-30,Marketing,Utilities,432306.33,349429.32,51156.33,0.247,94.12,82877.01
2023-12-31,Finance,R&D,595790.74,277268.37,30175.71,0.17,97.92,318522.37
2020-09-30,Sales,R&D,675141.22,330537.34,56835.98,0.188,98.57,344603.88
2021-03-31,IT,COGS,266449.48,295548.69,35687.05,0.222,115.4,-29099.21
2018-06-30,Marketing,Marketing Spend,639290.35,161124.67,58566.97,0.223,97.99,478165.68
2024-03-31,Operations,COGS,751679.18,214617.39,55907.82,0.053,118.3,537061.79
2019-09-30,Marketing,Marketing Spend,518971.92,323426.12,37373.57,0.098,83.35,195545.8
2022-12-31,Operations,COGS,438937.5,263918.19,91169.29,0.223,88.44,175019.31
2018-12-31,Operations,COGS,442782.11,464700.86,75491.72,0.183,95.52,-21918.75
2024-09-30,Sales,COGS,469220.72,237054.35,48901.31,0.176,115.53,232166.37
2019-12-31,Sales,Utilities,543040.85,195263.13,60148.54,0.222,84.89,347777.72
2022-12-31,Marketing,Admin,457257.77,303172.0,56681.77,0.211,94.2,154085.77
2023-06-30,IT,COGS,492014.11,320075.91,39180.93,0.2,84.49,171938.2
2023-03-31,Marketing,Salaries,404409.83,370683.06,61423.57,0.059,110.96,33726.77
2022-09-30,Finance,Salaries,454320.65,99600.95,46066.93,0.206,91.3,354719.7
2021-03-31,Operations,Salaries,458778.37,420598.87,21928.11,0.09,97.38,38179.5
2021-06-30,Operations,Utilities,496431.2,195294.4,39771.85,0.055,112.7,301136.8
2020-06-30,Sales,R&D,354476.2,387137.78,39892.34,0.148,86.71,-32661.58
2020-09-30,IT,COGS,467014.42,456600.43,11305.16,0.238,117.89,10413.99
2018-06-30,Sales,Salaries,478552.18,359737.63,76699.94,0.227,95.76,118814.55
2024-03-31,Finance,Utilities,518477.66,208259.39,39484.27,0.246,93.22,310218.27
2024-06-30,Marketing,R&D,639854.02,284560.03,42450.37,0.099,87.63,355293.99
2020-03-31,Marketing,Salaries,489865.19,360447.35,95017.69,0.189,98.7,129417.84
2022-03-31,IT,Marketing Spend,378274.22,302658.02,30506.57,0.061,119.23,75616.2
